1,30.582813,2.0749817,0.8859394,0.027942806,
2,32.920418,2.447986,0.9252905,0.02263483,
3,34.088535,2.568812,0.9402718,0.020826098,
4,34.91857,2.7394214,0.94849515,0.020359373,
5,35.30701,2.7782176,0.9521988,0.02048718,
6,35.59322,2.7947798,0.9542089,0.02026338,
7,35.811127,2.8645642,0.9560986,0.019889073,
8,35.972004,2.887968,0.9574793,0.019353447,
9,36.09241,2.8602138,0.95811456,0.019562148,
10,36.167515,2.9186478,0.95905614,0.018725669,
11,36.237656,2.865038,0.9593363,0.019212106,
12,36.37025,2.8772752,0.960264,0.01897143,
13,36.3718,2.9225574,0.9601242,0.019015368,
14,36.443172,2.9207208,0.96071374,0.018715886,
15,36.36443,2.877229,0.9602396,0.019084198,
16,36.498123,2.8984563,0.9611048,0.019068044,
17,36.451294,2.875918,0.9605761,0.0190987,
18,36.53998,2.8729577,0.96126646,0.018931044,
19,36.670036,2.9783762,0.96215534,0.018628612,
20,36.58023,2.8996785,0.9615297,0.018627256,
21,36.7143,2.944784,0.9622639,0.018336885,
22,36.735264,2.9520438,0.962473,0.01849223,
23,36.710278,2.9517543,0.96227205,0.018222438,
24,36.711582,2.949463,0.96232563,0.018405445,
25,36.783646,2.9449072,0.96255875,0.018210648,
26,36.701878,2.920294,0.9622114,0.018607937,
27,36.824787,2.9676485,0.9629514,0.01831596,
28,36.841396,2.9589043,0.96305555,0.018435376,
29,36.860104,2.9666762,0.9632084,0.018570006,
30,36.885464,2.9818363,0.96329695,0.018146846,
31,36.90158,2.9451106,0.96314657,0.01871352,
32,36.92506,2.9798565,0.963514,0.01832229,
33,36.901306,2.9600272,0.9634466,0.018217327,
34,36.863018,2.910718,0.9633618,0.018099712,
35,36.789978,2.8610508,0.963299,0.01814061,
36,36.837894,2.9976778,0.962919,0.018812368,
37,36.98767,2.9823499,0.9637777,0.018379338,
38,36.967735,2.9662733,0.96371675,0.018284839,
39,36.999447,3.0085344,0.9639753,0.018239895,
40,37.003708,2.9666417,0.96384454,0.018124513,
41,37.02574,2.9916565,0.96400565,0.018379228,
42,37.01029,2.9727688,0.96421164,0.017977182,
43,37.00092,2.9689171,0.9638576,0.018316157,
44,37.004726,2.999411,0.9640209,0.01807601,
45,37.03223,2.980749,0.9642141,0.01802663,
46,37.041016,2.995819,0.9642176,0.018070776,
47,37.05436,2.989784,0.9642414,0.018191084,
48,37.089237,2.9923117,0.9644179,0.017980406,
49,37.06676,3.001739,0.96436155,0.018104687,
